signer,blockTime,sig,swapToToken,swapFromToken,swapToTokenAmount,swapFromTokenAmount
6rvbXzbR2yYVurCuRfQ8PGkpcehq8oY67q4QmQ4ufwAJ,1650330005,4ATkSDmmm2dZhmrrMaWvkqrsWQ5xpvmELhZVKhXex1a9Vr7A35khjWHGWQtJcPX5TEPrHwwrkFoPt3rZbSAaZgMU,USDC,GST,144.845934,33.04999999
6fjMLjpaUFxGNbkso8q5Turqh1GD2aE96ZzDNffiJ2c9,1650340229,64kWYsG4hxkxUL1L7hBz4rCWtcZqRP4ESTrTHsk1PdvmWhpfNd7KazRJTQStJaRyQxir7ot94UrwupYfaoXsF6w5,GMT,GST,29.26694728,21.99999991
BtS1YkYDSdGsoBfXLfp3SFrv1Yite6J2Wm46LhWbF1gs,1650332280,2c2BXHiPRbaRHfYtw1eVDC9V4EFWQX3TaLeXRDTKZurFJfK32acL5S2PdHR96k4KfSwUcpwKeciLyHqiFYKGuXWq,GMT,GST,10.08644013,7.699999845
F5kRvfeHZKe6vrMCtTCic7aDGdbk6evpKE6bVJgYQ3xs,1650342201,3KYWtGXHb4UxzfhBwg4b65eJ76TJaZxMy4fyQcoNTUJkm5hnkaTEd87okTDxWySBobYsgSpimqTPpZjqk9DYbfBe,GMT,GST,16.49683609,12.17999998
2DnZM8Xhrgt3gD91zPxquPvWHdmbAStjPhHpKenvsqHs,1650298022,3HH5F3tRygepRashiHxJ4zwV3mLjpDxUwwhkTHqY2WuSeXBFVWQgeFepYQagYg6825DN7RTT5iW31WFZHbAXs1dP,USDC,GST,162.051984,37.10000063
CwyQtt6xGptR7PaxrrksgqBSRCZ3Zb2GjUYjKD9jH3tf,1650340242,ZxPhsbRBsQ7BpqEz5jhxnrRpy6d2wW7NDJwJ97EV1fdnhPFCfRCH1jEdfJAyEtuSdpHLineop1VkybVtxnwLuEM,USDC,GMT,250.322997,74.50425574
8KaR93N1M112aew1GsS9qgtj34nC5aN2mkvFjJYfswmv,1650297096,3y66wvsJxYuSsJEasMGYXtYPfJwiMso6T5L7CARHCRoLg1WMdbKdA5mj6RTr5N2qbxJydXnN2AaSLdM2fnG4Lofk,GMT,USDC,30.10085151,87.208146
4hD92usYQw1Rt8EMn5Mu5QhALWiZkou9cAq7Tk72Vma8,1650331876,QGVeWnzKgmnMfQkdNtWZhS7VCGxsruGt6mrafG7CbZeVQDjoGEY67DUrvmpxUDE8dG5Ug8Cmxs7YvQMTS9PBbqx,mSOL,USDC,0.001499626,0.161457
75v88CYhBPdBk4uqnd3V2cP8gSt9UAUSAixWhp2wyyr8,1650299463,4pwwPdqKkELQvNCduvB3uRA9AEbpq4PkxNdSxbAAUoejhCKEers9VoQzotdqYZuLSBS28oHsL2s1rkxLHfPoozS6,GST,USDC,4.503122318,20
8UQkVpQ1oJvX4z7jpxSSnx7BoTtcRDxJq4EgsnXZZBos,1650304004,9hAkfRYwGkG1nLcR9tNX8zPbg1LRpzXemfvwe2KfmgFykwq2x6pyRUUE3VWKEfTfpLwYNesCCAVfL9eeA2HBKM5,GST,USDC,0.993879228,4.413051
5ygWuLKGJAH4CBWPu2R3U2uyMXShSyW2oUciHDbkdiQv,1650301063,33qxiNrN1hYhfXpr6e9tP53PPeeHtEuqEy2MZSPqP7mFcwi7xh1vLbcuwftpGDBKd75Q67XVNMnMEkaexfkG2wGP,GST,USDC,4.512212993,20
3Mr1q2A81ud6tNgRP5SVs1MdjVhNxLA1k5ZfT6SvENE4,1650337477,Njr3AJ8dyLUNRZVMie6MdNnRBXWr5xkdSX9nWbqRzLRFbHT51oWnf7t7UFqWa1fjoSaG59h7TZx2NxEmwDS3mm5,GMT,GST,59.51844215,44.49999997
E5pQJ2eshzt8YotHTY2wYNCcZMjQmdQQAti7x9uGmnTo,1650298857,2Aw2p8hSNs6vAaujy9UHPgQf6ZQiERVgf2pBK6NYcds3RDAjPPaWctPrgznDtiWtycXTvoY6MLNzCmN6DCSmFxJZ,USDC,GST,48.439501,10.9999999
5Liw7UBX7t1hrMDRsszVBU9QbWXLHJHmuBvbZneDqaqb,1650344193,3wYh1ZxfYx25QdKBgEd56GrhmfRgLxKsaQarrpE2Z8f8aekdetKnfzfMfK6Rz8CRdrLehLf4EkxwT9vTomZ53xWh,USDC,GST,51.144855,11.31999981
9sKUu9e5Yy3nCcwgZwWyi1YeQqRihCFctjaTEgGryGRU,1650302047,4jLvnpm5P1qm2d8xmaQTY2iwm3xmaTukjWALXgtsBUG3P9CAMct52rou1nckgfAQ9zZ68KoiuLwXjoArDkoWf7Xc,USDC,UST,0.001732,0
Bgrk2bZVuHNfdXUGtDyif4cUHUMnmeWtCmine5vRST1M,1650340276,5JePPbfk81NzGAd3oKgS5oFcBgAXHpsy5g5a3fGZtP3GZrZYw5oejg3LYwEHSzUZtQN1XmJApzAVeL1Yj2yamGfd,GMT,USDC,11.82974171,40
8GnqoarPr749mdzfDYYLQjCFm2fW6XuF5Ji4pVPpazeL,1650327199,5dLpvVnJZWGXCvuCpBK5X9xuAU587rqHoLb8tMToatHNfeCc5oZJyv3MrceJ1DDGKphJgoV3pD4o3SegdWGjfPSV,USDC,SOL,0.012891,0
9F9CbPe4e6gqk5mjmuA3GLYVuXN1391q4Gtjk5ZXcasW,1650297255,5pmNfkmvATYDFsbDuN5J3ka1Yp6wfEuCHRdJQG3XT6xjJarfSsaF3SVeqTA94hf9z6Xv9GC5Pp2bCc6XhQsAtJYG,GMT,USDC,6.24869633,18
6S448j13DipyYWRAGMrNAdSqDDb5cV5T3imPhsHRVmvZ,1650342005,3YdVMoEHqoDAQaYcEvsZBqvb1xx5jiiYPKXc5dvkvT6wThPTh9sFixBF2xb1miGUZFivgWBvxd1MrnBff1V3FBkP,USDC,GST,78.610091,17.41999979
wfHC94y3HYky1r8pxNaDrS4g8XY8sHRFNwVqeVFMyw9,1650341498,4Jmj8SD8TdPtBk4KNXHDDcGz2FZTdiudo2J4tGwSh9hTMY5R76CDkyDx8fnmeQdPanRGh9mWv7L4JWetA1dwwUBh,USDC,GST,81.664832,18.0700001
3BQyox5ZYiwV3f2pGFsg34ejPHpRQxfCKv5LY4caRPG8,1650303223,5EuCE5Qm2sjaJQBWnhqzpeb24C2yErTFBENifNhMsWSCkdhMsJutzQM9vYAMpZ4XqYB8353vVCu5GionJ6KvayCr,GMT,GST,10.50978229,6.999999845
HHn5AFi9cgvgf7soboP7Vxt8A4QGyRJRBn25hQEJxhyB,1650343151,4QVpgpJy52mbJoXrg7T5H6nqE9PjeQZJvr7LejCm6gWV1xwK5FGUkXqphmdsikWohp5Z6pwPyN12rFujJ3YL69ok,GMT,GST,13.88480508,10.21999998
H1SMbbhu9zLtkJkgW5NjxARkfdctmczhsQetFTVoBcMm,1650340535,397LaDEHVP5bi56LSVydeJbMvN8YQNKvhv4Mpu9VRpnyYxgtYPXSWcLtSLvBAtr2TB4Tdhg6Ko9exNi8Z24vBg3M,GMT,GST,89.81058732,66.92000017
5VJu3PKrqCF4219FUVcPaTNCPkAwtHgcrVKbqsighCCT,1650294557,Devto6Cxk6P93hh5PFi1cctcWjyFaHrotuSJgYJkKYFrCkysWPrJ89dxXyjXzGY4qtkWyh6UqtKUisfN6gxZDbM,GMT,GST,10.6000497,6.999999818
4sA6t5b7X2fF9YFDDBV1LCmGAfTy3dcPu3iMUf6QAmVD,1650296863,4dMvnskLvbnjzmyQpQ7g21ak9vpH66fommw5EkZKW1hrQDBDFSAZWdgYDa9odeS8oVHPrf6x5SKaCXB39TdBjXWG,USDC,GST,4.360842,0.999999855
BKXbCRWPkLWt2q93zJ3tNjn2R7XVxE1Jrg4vU647Hp4j,1650338093,ZNiVzkyU8aagoBVQAQFhCAmi5vFk69HWxJSMmDn9ptdMAPcpSGABD5L5HgBJRALj9hy4TrWNqvxYDvRuzQfTU6J,GMT,GST,26.23219035,19.9999998
DAocK6QxtRkyeGkWh42HsmGmNMJSqah3bxD73QvZj7oz,1650333398,4mx17MbnrG5W5Q4JBCnVhZtGdcSDnWXRqQVAhRjZ8jemsbE2EHxsc9HZevgffMNjHBBTQBbqJBkdouLCTuZGB6kH,USDC,GMT,7.30E-05,0.02999975
EJCeRPp8kPXumfXQPURD8e4xJXw8CQjf1Lif9Tc2xHFZ,1650344004,XMRU1FQaFurQgmfaegZgpjHFGPpSSRucrJmarRNXfYCu6eC4TZsDq2bgYdNdoz319MvYwtnL5mSbwBYjo11N4yX,USDC,GST,51.345404,11.38000005
DcFAWkAeXmh46XQuNB3r5mwhroVBVYr1E6i8vK1EVaJv,1650331977,3k178kAxKTn1bGRivMmNR2CuaiYzerRzf22Q3YaDo5u3FNiZhMY9b29PqVYkRd9kopVHLLQUUGhYMxZJ2c3yCYzH,GMT,GST,32.309999,24.99999996
2nDVTRjPR5JEJRcGDBKsP35siSEZ5tXvrLp4bFC4bXEk,1650300414,ZBdfbt2GftdeR8CUjxMftynvLuxy9qqJYkWizGdvzh3j7CerqoRSciJjq5qA6bkvn86uDDvnJCAc9zxPeps7XmZ,GMT,GST,14.61981525,9.499999781
9miQo5Sp4wPgCYYk31hUKaSFFzPEwSrD6DRhvuZHJidn,1650341515,3H3vjYTkbfVsDdASquVLp1cA12iqsf5daMNASWEn4VP5RuvJS1dEXUDJ3yrsnVm7xc5TuoNL6WrJD9kjebb6UYJ7,USDC,GST,90.389671,19.99999996
6b2extyZ3tXdigkLYxAgEuGBHu147Zg92QgDFi4EzDnw,1650300619,Z5DAUKrGFKhw2vxZufuTahXnKyjka92abRh23JUqEea4QwuqSZVvgbjS3qjXccfJJvuHmwkFdeBjuYUPi3CkHDb,USDC,GST,46.042749,10.45000003
DzA24huxEHqJdvFhTNzmz4Tq2CMAuXLox2PJ2iuhC5t1,1650343245,31hcdxTYWHpZcL5UpJireq1VWNgE5v3RciEg2DuaUNL9T99aBcWg5y4v2Fqk2JZzQ2rgQ1Hp27TQKHaDQ6kLXNoj,USDC,GST,0.090409,0.02006632
44PJ3JyrkUvJPDrauYzNAyKV2CB4FHQLKdxf4xX9HyQu,1650295408,2iLahKfsnJwbDFPwVVyEciayT1NRWpGYeYwofU3yao7jitUrpjL5Yu6ScDSxoXwPWpPXLn4UeLQnuQ6zNwbQeZTr,HBB,USDC,1.00E-06,0
BiZTH8H1Ggk76Y5ppSoyzV6uiq5sGM8pQWDNgTNknsXQ,1650302354,34tAszKhYSYLem8sArusakoM8QNGudn9oADmt17vySSC7LBqzPt791z5M9FwFBPLNM6UVocitu2PmTcZS733qzd2,USDC,GST,0.072813,16.99999997
7nehYx8MDvSjyTXb4TT7v2vkBZtUZ5UEyNUNYvSXUe2B,1650301731,57LVx2EPTbStzY2GRpKKs7pZGedJknEZHVMGLZshRyVDckUh3JzqLj9USe2VRk2sgovSz3USQES73LN2ZjduNaps,GMT,GST,10.58074989,6.999999901
BURN8w15M1uHG1caYV4PHLwNRHoaANGJkugfunDk52hL,1650302527,28A7GBps4c71gtEaEG1Wqc9Q2QgPqkqP37FHQep5b7Sw8SCorpphpXhPXnS6fFMrQXhJ28sFerGKmvAxwhQQXnvk,GMT,USDC,449.9274641,1314
6yvLusdRNfj962g1M7iGgd94Kjew3YxsShSdvnx7aznz,1650300005,2cuwAeSacNmbkzftgZLaxeLNZju4ByP3VXWpuC9pkY6iDKUdvibH5hhtB2JSgjCzz5oDymAyXnZGcYNNqd6aGKgZ,USDC,GST,55.229247,12.50000008
BURN8w15M1uHG1caYV4PHLwNRHoaANGJkugfunDk52hL,1650293928,CwuZSjo7R3HYvX65jwe9mSEnAJB3CnWymg6YqMAVa24M7Q6XtgSicpU3YdRby1BTagrT3C6CBpfbxy2C4bzQu1E,GMT,USDC,444.4173086,1314
ADwon29gnfQwBh6rshmxmDk8a69heuo7kCUjjXSUNNra,1650329618,eXZaQBYgh1krvoggwXzKMmRpwLj1fLLmptFFPMzsxJCUKkEy9cwP27wEQghhRA3cHqQ1RqUdwe2TQeCme9D2adN,GST,USDC,203.4493771,900
F5m8gNjC6pjynywcbw9kK1miSNJMw1nQGeviWykfCCXd,1650296225,2tbpzp2HEqYm4LhjZYX8e18ZeGqm6f6UXd1E8J4xXxUo2QLDoSDVmfhQ4NvBRt2KNS1FDMvPPCYEJ4fQHm2JtVie,USDC,ORCA,0.260743,0.143098
2gn7tGTGcDJLE1SXBbKVvkAWZDREuZVcwehrBSRdQu6q,1650294794,YttiS5zjtb67jptzpwUdCKhQ5RUfcMUmNAoCifzQNsG1NbkgipwJHLLNGiRAWpKCjA9M5r8zEqL8R3J6eHPYutn,USDC,GST,0.835058,0.194821693
CwyQtt6xGptR7PaxrrksgqBSRCZ3Zb2GjUYjKD9jH3tf,1650341674,K5gRuYq4aPTNQ6F6fC8WBDtcLbGdi5VayU7UtXWyXz3MTUFYjV8cBUjpEGx8S9JDRyJ5ftqhMZFvGhwBiQfcF3k,SOL,USDC,14.73271796,1495.247048
7MVcrAuPXXTSaR9toRvpUyMhwkeSUCC3td1cLVNTtSmT,1650340524,3cjtHX5q8i4wTguqJwxmATd69HcKxc3Kv7Yv56KEVwWaeG24pQhhKTpWEo2MZ1tRXmxxux2DcqVRBerFHBsDcDi,USDC,GST,320.959602,71.13000004
HhHQcGac2ervvSWV8vaEtmJc8Mx42kRgR6tL4fejWajU,1650337573,3RqkytKax8L7U15i46eueGbZmop6dd1KU72SdxPM9DjkPX9KVQTuSEVrfzeyYsvSe66yiptRpd73BETWuW46owX3,GMT,GST,13.3137602,9.999999809
DohRmXSwUBnbFQBL56PkFi3jXFek5fJp79QMjQoaciJm,1650303786,5FSwcMYTufgeAT6wQPriPyxmSB9pd7ZY4yTh5a6CRr2WnkMQQEmwPBzYbfSFDEZcwNGPXeCVoy9eEd8Z8wuPb3su,USDC,GST,0.050312,10.10000004
Ht2U8Z1DLvTjfySvNzy9rYC3B9S4gLw8YfkJJfPrsw3M,1650341648,23KH9dJ5yy45TvmjDYPsWQTfkqpeMNXcAXgqBu2ToPf67g1fhb4QEaHQsByziHRWAEswSGXdbSmh5wE95F8bu8uX,USDC,GST,226.089533,49.99999995
3PCRwFhHd8tNADpYrJNXndvzvFjgbCj4WiPiDi2yZftU,1650333462,3k7DLQ8v6yrConBomG8FvYeRSkq4LnsJXkCN3n6e8HzPdRRpQHTiZP2Ev5RzdwZL383L4vEMRZkSvZ4cYPPEoY4z,USDC,soETH,663.701543,0.217321
8GnqoarPr749mdzfDYYLQjCFm2fW6XuF5Ji4pVPpazeL,1650341801,HX86t5QggYxhv7EdA2QR5h3684h2bSidgF8X1ybXYTYALgvgeBmYhLFHTY2WZj171dQ7kZgHmNqEs5vZrVoG8A7,USDC,SOL,0.010217,0
7Gjrkxi6zzm3xirgUaJtVCPhL1KV153irA6Edz73w1fP,1650302685,3p2GkvPdpZCstMCkX8ou1XzSqhr2zsxo2VbkyoxryiJYzJCnBpik8yDEgvfXuxPxkEhyEXjbZ3EdJuk1dDcH9Bsh,USDC,AUDIO,269.396784,199.9999999
EpZuFGzVpJF6tfRbCxDqyJXY2z82DBpFzdv9rxC3zKvi,1650302557,4yQxuxnrJzMAtkkoNJuvx2dJHNFnaSe2uxrjSLD9y6kAyTKoA8sWNdKwVZvBeiYEYBRhjUh4Mw2d45TsYmG4QrLk,GMT,GST,10.3695714,6.999999838
Hr9p59jA1dwSW621FTCZbwxxCjZATzW9aLkUyBFAn7GM,1650332133,4GbQH8SF8w9jJtJNXLr2tQNiTUNMmskrH4CpV3PEUE8veuXHiLZN8MVhxQjq3PEnGGTjRKG8BPjizopmmsZeydBd,USDC,GST,0.065825,10.10000016
4z6N78jupoYXefVNUNaojS8tVC9WhWD55yBQDntiNQd6,1650295570,5pTm3rGk2mnJvJhgrZ4pg1Tv5tQpkVaHCdgGJUMP3YQRK7pC6zUEifRGqysZogvcMSAMeFJy7T22DBtMff2Yk6Vn,USDC,GST,1767.222853,409.9999999
565KyPnbo86GNWWsA2xTS3RjzVpqZLAvYS74C2dg4J9K,1650329580,5hrgiaTRCHqhWEsyXYLKSDcthD4rDhx7Ed9eRVaGzC9xkh2cV3fP31JzzYQ6UyG767uBo5LgasBgVp4ECfbW5ptj,USDC,GST,7477.432051,1700
KtNUZynaS7rcC6H6XBVpccULW3vn6DFiQMzVRAVcJeQ,1650303829,36G5usXns1cKywh2bWLss1rJwaFpDMptxcEtoRV85a1RW8GMMNcybMURJEqnHTDKZ5xLBWDvJQ2xnCPY82zswRMh,GMT,GST,45.86949781,29.99999987
DhEDE4utchkdom8N6XQP1areUULFFrFvhMthFn1PnqzP,1650333686,3aNPTkpkAmbE8PvAyvKdHCtZjwPPTWwgkCprf7oEV52pDHe11DRQdcPL7Z7UnX2vkjTT4xmbAriveCTgP93qaAFi,GST,USDC,3.406453805,15
CwyQtt6xGptR7PaxrrksgqBSRCZ3Zb2GjUYjKD9jH3tf,1650293609,2BwbK5Yisnw88Z8bFNG45SrZnvQyXWF9DyKToBdPNwLDJ7AwJPbAeFbLAhGC2KiL4LPk3yToKYyxgjVm6Vkno1tV,SOL,ETH,4.799614791,0.16227635
BqU1n7TYFa65efkWKBHmz4ECuttCT89tS3ekQQEu6y5v,1650341913,GNFPFR2XZwN2xMNsg8fPUJF6Bbfg8gRnbhLibEgr7vzpK1rHuZ2HJmgUBzmY3rsMBb3hdjsmBaNEbLvJLTxp1b7,GST,USDC,1.221811182,5.549469
7Gjrkxi6zzm3xirgUaJtVCPhL1KV153irA6Edz73w1fP,1650340393,5XD1ebLo1TStgdqLn273r5ebnT8Gx6eEk8RZNLas25dh4NAamHmi1kp9kjuFh7ye62AHj3fNLEtMy1c3gGU6RcuX,AUDIO,USDC,186.4446478,250
4htE8RMXXM8Cty3oM7ZtiBUgCvqKFQTJ9LJGDsH15WTc,1650300397,24tzZSjqX2Tzt42DcvMQFZwheie1hxSjQAazgax3aWNmT4aW7amWbExBmNbGLGeu4BcByoQQqZBdSn7ZGQs6B1Md,USDC,GMT,0.416636,99.99999981
3dP3DdJECU14kayw4mA5GQvrAtpfdhztAAVtGW3BiLeE,1650297362,aSR6jNwvgoAB5Jj2PVV7ZDciZc5FkZLHenXhTtiGr1R22RjenV32NG6CNYMPVEpkd8XQ5ruZa7UNbgMLAKc1CUp,GMT,GST,10.59842555,6.999999877
AB8G8omTvdWv9bAFBLwA5p1KKsf4SGAbtW9dxLuAPpzv,1650300640,3GRmkRCKZTf6zqMJNLCHmHbGeot1fWJD7wBKaEUMAuphR6rg9hdEgAQvq8hjm9fYEi1BK1WAE2vuEnR2e2Mbo1oB,USDC,GST,1110.093394,251.9
C14FJa83sE9z4xdw1VGKepS7fExvJ7ABFjKkic58XkcD,1650331571,3eDNLp3fCQommnbFsi7QEpM8JmJeWzDowebb7D5TdHZ5cyVB47hkdcGxN7xwZ7BYQLNLBWeEr4xBUouwKbsVMaWo,GST,USDC,180.1216702,800
AJkMHFSPrBZ3CS2kYcE9QUiF4f38wsicH9DgEgJ6qtM2,1650342514,BwwdAXXfk4o5NmmUZNM3eResTmEi1SirJnvP5gWsfCm82W7QTjwmenpUzis4BFiSGLBmp8pubt2VdqNeiLwhHoc,USDC,GST,358.040659,79.45999985
7mRHB23XX96BFFiMBoMWoq2inoLtaFQxTF81LH1xcwK2,1650302297,3BCtnVio3H4oe4EVWZ2CjacadNzKYRf5ftF5WGhuxTjcSxEySx2TtbLQcQS2ezHVo7fbeEHyWkbqjhZwVgtQ7iAv,GMT,GST,10.46221669,6.999999891
7Hk4zmPCMZUNZsyWAx9o5V63ZXoFK1KcUFjTaQnRDWqv,1650298890,4Tk96upPjV1WycGKLhAyYTJpXwZ9ar3upXL71NQyjrt4v2c8FHjy6f4Mh3ms64FLHUFwHgHCQf7pRiHFXkekjdDe,GST,USDC,29.01036863,128.553447
8d45fBK98V7kf5DqjDmrbyagJm4EXPK6TKnxVTyPVLFN,1650300913,5QZR48wczzmxQEyHD78y3mjCExBoetEE8u46VHvV3PkzNGA9Xke9r6hW2pPWeZ6Ss3yoSCSYeADbYCew3ESv2o25,USDC,GST,211.419553,47.9999999
8cJ1oXRc8cF4rCP7W5Sz8SWsg9aoBqhQe9siYKnEPrRK,1650328877,yB95kgPPq5nneny9sDZ1MxpzCafKhLaXZ2Gba4Zysyg1uChYNVQPr4Hr6gSNsNjA9SVS5AiJXrtHo8Tr77HMuNR,GMT,GST,0.296915044,0.231862113
47TuFepWPj6CHwcPeEGpK9Yzn3pr5bw6UXbttA9n4hW3,1650339388,5cuP9NXTCBTNET9geKR3MTAZgeeqm7je9AKddBGD4517ZhCb37wr4s4p4HWv2Ss6mseHzAc2Brr1BxaCPB2bHqC9,USDC,GST,128.746331,28.57000012
34BqqrdcAxT7VNQfHsYH5TuzHmryzHk4KzutZ3x9D8gW,1650333620,3CHq1wc89ABiooixVnpETWFqSWCbWndeY3iE7rYTJ1atPUJiCzH6UGbmUAqiD2CEQ4Za4Z4HBV2R6ms5d4DAHqgZ,USDC,GST,547.216369,124.9999999
G3dnHsbiHq4ZkX3euKKz1sUEk6RaD5c4YJ2tvxY1MJKR,1650336368,5vT63PZ9EEMZcqcvvMPYhYH6JKHE27qeiNhEfc9JYwoBQtnNrpcwCX4Vc138fmav7dHDx5THQfu9UEGBzmJAZQvP,GMT,GST,80.40847759,59.99999997
G5heR38ommNU1k4gk37dwkbzVkKRLqBWwMhL9C7cBkDd,1650327634,5bRcZLWyzQ2HTifcHuWcggRJeD2t1cytmNmT2wu96so5TBzAB4LH3u5qCiqt9eLdf7Tcbv2TiwZMtpKoP4cXSkjK,GST,GMT,14.74703356,19.56999993
J3sugkhi8uk9Yk6kQXr5ViG9EGx5dBnwkWqmokGL2jUX,1650343042,2Asq4o5KZgw7J4tHJU1HxN4wJvta84Dv5FW6KPDH5uArjmZx1BbKbYZRDyT3rN52SQfDJt2UyHiRK1zZ4FQzRQcv,USDC,GST,0.254386,89.99999998
6ygZuYURHwB11PvgUhFFiw6SoG65iJLTwuCRVW1VUXRL,1650333675,h5ZqSsP7VvvEDJKLcJEeTGUiBcziJt5PKrDR59NpWvxnDRoCBxRLYzZygrgXgvwYv57GLGPryjxK2nDcaf39v46,GMT,USDC,10.56995564,0
CwyQtt6xGptR7PaxrrksgqBSRCZ3Zb2GjUYjKD9jH3tf,1650332091,3NQRHnNHG2C8AJy4An1C6x4raeTgfCHexD4jYaCWpSAVEXSGzM6d93uQJxdhnZX3139xV7putwrxNqFSZULtsEaN,USDT,SOL,1100.340496,10.6944107
4TyceuKMhFxzUdwtXrmNAtEH6uFGPpHTCBvtCCjtVNh5,1650303804,38MR5hZ71EvPGFZafQa4WrgsK8ot3ksFMPixprfyrnQ2Y9h1Rhfeyqr3hBseTgZHfHqAbRV1uu5CFbEBbbY117ZD,USDC,GST,44.150128,9.999999874
CwyQtt6xGptR7PaxrrksgqBSRCZ3Zb2GjUYjKD9jH3tf,1650329810,4UyVBJYpEn2jzsWRmM5sCFYZ7u6UqGucGRuf4StqY5PaSCFCwWE93wvixVYp7QVQ5BXu436aBFKW2PDT29XeuLCj,USDC,GMT,251.046614,74.27639189
2CQg1yF5Thf1P2HKNQF3a91763nmd6V3vG8Bp1RVxjjJ,1650336874,5AMnkgWoAiWGfAkdm9mVKPk8VMa5RPajfuzfChoEtZQemSeUsphvBs3cRtK7FhLf3sqG5Q8npQNksY5SjjFa6b69,USDC,GST,2842.22235,646.7761999
BTicM7BBRReC81bt4FF3osmhbHgWPvAXrp31MF4hYNLJ,1650294924,2K5Ucx8vew5xGUoXvsZ7vPW41RGrYtqfQbaPWs2LmbdYGd7o2gmsComcoRPZ9GERLNUwLkZTFJ6kXnuR9SpKbpZc,GMT,GST,34.68865806,22.99999984
7AECg1KFC1k8oMAhWZQrLo67hQEWMd8KwMDf6LTaWnZe,1650301997,3pNF5FBvRyNAiiS42jL2EsMb4DcEpmNUJE9SimSJ5SLMhMMqzWwsRpa2cL2BuFjFXwUEGLEUt1SpQTY33S4dT9R9,USDC,UST,2.535062,2.516156
ARUMtvarTZRkTTxWbBqUf5DkhtzBotdDuR6RU2YQGfFx,1650338956,39xNmDCJg3LEyEbWBuVrmaTMk1UGpJAQ9L39T8o5wffVTcW2waqgcLPrMuTnu7A2zYYwohtpqPdFm7YigtNQayrR,GST,USDC,220.127586,1000
Eh83M6HsrUqhVH1vsoxENXvUJvkU9nw59b2PZNzyCdDR,1650340540,3JGLT8VJBKmav1yF1FhFrmscbXWStGaDEsEotQDgGM8gokcj4FEdGeg5DpKVUxcDetMn8RsZ2p6tVU4qZAtVZeby,GST,USDC,3.61079878,16.388979
5PAPRkrf6G7NZCA3FfQGFHovWa2R1Fbck2JdVTRMvaEr,1650298633,3HUBwqfTfC5dC4jmbuEDa8uY73tkYH8STMG4gRQHZYfz8bgY6F2nJ4nV5x7u2JCWhL6eowMjEFmkFmEoCP5zLZsh,USDC,SLC,24.296181,41.880676
DeievRtrqNqh1fum3AQwMXsYDkf3NiY296CznZcnRwgd,1650331243,34BC3JjFFkkF4QzwoBRdLjpmE16qdVrDCJe1B93fFkXCfMNzm9bYeT3eCbNkJNnUJGSusn64btsMPRxv9EY66dZ6,USDC,GST,0.056501,10.00000018
HZVTj2wuZBQzdkyzS4EGCMd1txaN5zn6GV7u9dvUAw8a,1650341766,3u5M9Ab2dDhcgq9DK79cAFrLy86sPfsKuKK6UB2XKspLsiEAgqqSZLgdBtSBtYV7cWQfaxGYkfhjMf1cmMJVv2Kc,GMT,GST,30.53939967,22.40999983
J82diotXiamN12c5F5RQ7SSP6ypnDMiTJLv637dHtZ9z,1650294013,4Eg5MkJiRh1XUpEBtTvNHSFZtaYkXWZc3AK9t7Vm41Ce2WFVbpPGVrDLGM2wCmzCrtoewX42Qf5dJFgzhDRuRw2q,USDC,GMT,2938.376339,1002.5155
25MsZoyMpFyeuaKkv8wUWxz9bbUkqjwzNrr2qkH9Ppbj,1650344045,2C6gU9W9tyihgRoR4AXajrJgvsM4vRV5b1jc9JT59FE2VL419dXkafBEBct4utw37FsznawjVQvVbNCXH5gMupWY,GST,USDC,154.1384285,700
EtTyFXkWrABiQ5V8AWHaybNZi3wMdeaV7gnUBmGHyVs4,1650340106,2HxSUah6cpscYj8yPBKwTGX1J8nDCkrfW3Z61jUA6fsCzS7AAyMibtd6PRL74k8nFmSSd1yuQ6VKyw4SKt2gNVzK,USDC,GMT,331.931453,99.99999996
E1pMZ9Bm1ixqStU2me4tQh9nsMCRaxfnC7MFnwvZc34R,1650338334,43bBoHC9JJ7VVtRb1Ju5ar7Qo8ZrMKnhiSzJ94AptDqk7rcbiBkqZYUsTNNVpy4QLRGgmwi1Mhgq22nknML7v3jn,GST,GMT,3.009294524,3.999999875
8FFEG4Y4dwQVBSYn4qenNVoQKZqXb1bq2rwkUmPqyziS,1650296512,WFoffDj6vNZkEzs21J9f8SCrzK9qdCp5kSPWm5YvheRCz2RDQ7SEbxeyGycNh11WtH2KUseCC66MEJ4LTxhUkXP,GST,USDC,20.24461809,88.544093
58CsFQxs3YytquFaY1Gxde5MSL4brP4b4UFt564x2XU4,1650329677,4wFdh3KKodzf8KiPCkQ4zYmTwoY8UG153hbt44adVR8gK9iHUYS4RKxA2hF9um3nQbJ7vCsTHXGt4iENTQTxEmnp,USDC,GST,79.098422,18.00000009
34BqqrdcAxT7VNQfHsYH5TuzHmryzHk4KzutZ3x9D8gW,1650333957,5ge2QKyiQxP15S6ZKACnnNZYWKA9jBUAmcxEizNn67ZktUiYg6bwqb2g3wkD5H9FaMfySwRstbS36NfY5imP7QpV,GST,USDC,2.268854554,10
