name,name2,account,mint_account,liquidity,price,apy_24h,apy_7d,apy_30d,volume_24h,volume_24h_quote,volume_7d,volume_7d_quote,volume_30d,volume_30d_quote
OOGI/USDC[aquafarm],OOGI/USDC,9tK2LaapwjxaUmfcAzY9zgC39M3wnaFX558y2Bb4oxWG,DSiHyHDn96bUQSZtizyCRLcQzrwohZeMpVu8rYJN1HzG,13759.153830731419,6.340290610827019e-05,0.015891491249601656,0.011192222184557928,0.0459522684744731,171.43663629137865,171.52565810793666,1162.21284545746,1162.8163471416265,23029.7195894406,23041.678220437007
SONAR/USDC[aquafarm],SONAR/USDC,Dzp3ZWyUZGXZYWfodXdLdXfiW7gwVZBdWBwQ28eB6cTH,5MvQHx8eftU39JTucFsT315JFnQASuDQg3FqxTw7xcvN,87454.87997593086,0.03706278558571899,0.002973110969473801,0.01209558485516114,0.02667634870777201,283.91692164902196,284.0643510472155,8036.714617379044,8040.887838167054,132322.41092031004,132391.12191258266
APT/USDC[aquafarm],APT/USDC,Fg3UabVqnfycMtkiTVoaia9eNafehtT9Y4TicH2iBtvK,HNrYngS1eoqkjWro9D3Y5Z9sWBDzPNK2tX4rfV2Up177,353462.26645699417,0.027580844458273843,0.014593276567090172,0.04286783628013598,0.03678867420482202,5895.900655364384,5898.96221675488,125130.61377244024,125195.59028379753,427415.11734287883,427637.0609775262
DFL/USDC[aquafarm],DFL/USDC,59wJQz25rr38YnD69eXsntbdE4LB7m39KjHqZUUaoyZ3,AWrtTWG4Zgxw8D92bb3L3sQtGLD3zDztMPWsXSph8iBP,2823.742026143171,0.016674454041647618,0.014112826664063095,0.03679078067991043,0.1931494988713241,51.103420887886244,51.1299573357435,1294.783984183346,1295.4563260165487,37941.9983319168,37961.700454452664
DFL/SOL[aquafarm],DFL/SOL,GxkXvW6dJP3KUNWuXi64V99uRsPFEFnuuasNTq6fvZfP,9Y1vPaAsMz8X65DebMMnmBjbMo8i4jh4mcgiggZUUS3M,64815.29474946331,0.00016592791716447632,0.02216635191263638,0.0506105831718359,0.09537789103897465,2002.7346883928094,19.939612588538527,35655.73525759836,354.9953729350693,378587.62023275753,3769.2913205172995
FRKT/USDC[aquafarm],FRKT/USDC,DXNct3MfHDuhKiXHY3AUXPtj5sQVY3feuDxkDRfCw1rL,FnDxJPNk7pPmGHUbR4XUHmHevrkXHdna5D3sQKcAtjBL,3152.4560118082677,0.10460028754923806,0.023269363223244622,0.02080185391215817,0.12034317225324055,80.1032968208948,80.1448920198531,534.7351670495282,535.0128387128201,19895.12964271261,19905.460576751946
TTT/USDC[aquafarm],TTT/USDC,HD6pqxyqj4S7eS3orAyQyan5RpwpMPjKEDWgTyYXcfr1,FGgP1npQTsC5Q4xBmQtNYSh51NKqNwdxBZy8JCo3igcu,312891.9638843412,0.053046531149666676,0.02768068792954255,0.007716340782799452,0.004589701793825627,9335.6726228659,9340.520352929072,17789.622611092847,17798.860219546794,46880.34622787185,46904.68976185826
UPS/USDC[aquafarm],UPS/USDC,G67ZSkxE5N67x6A1WhcTaHiFHqRtRQUb3QHwjtPge1Xr,E1U63VXhNiWoUkVvjrfLDdV1oJrwE6zLde3bohr6jCqz,26736.60553825959,0.004423025550260586,0.02264050789484545,0.03701618379800349,0.05966387006278776,668.7034475503366,669.0506848557768,7626.386029769757,7630.346179436886,60433.69541492292,60465.07678977682
FANT/USDC[aquafarm],FANT/USDC,95aDcNzL8tL17jzHAUQXnRwuCmYBWKUr4xfjV6AMVJY1,GjG7JjTQfQpDxw4hWx4etP9oTaYCuCbPjsU8WaUT3xHB,129858.40752827894,0.047710474662767614,0.11045626443550606,0.03828264405026878,0.02949702840279981,16170.374907075142,16178.771689582036,42704.55247230885,42726.72764395607,197162.67717825095,197265.0577432197
BLOCK/USDC[aquafarm],BLOCK/USDC,ExeW62iy4xEUo5b5XnDru5oQCDRDUmBaFNqE4V4u7uvm,D8WjqtwC9CzBrQKfSf2ccCHFQuPYwyLv5KAy8WjT5vnf,1533.674630128641,0.2763748859036614,0.047231314864549,0.09240308784242734,0.12797064686090937,73.851543,73.88989185387217,1135.7413258292615,1136.3310816606436,6739.24111843288,6742.740600804698
RUN/USDC[aquafarm],RUN/USDC,9j4FdbK68xUDQVynTWHbNzBRAj7Q7Lywiqb82en4JzZs,34Ppq6R8NfYBwWwPY4cBK4Afyb8hHaASQFukCzH6cV4n,47933.22779184327,0.019100643233838362,0.04707684713494687,0.017012171479195183,0.011665960690295957,2511.440831546283,2512.7449461733468,5258.73349444346,5261.464194360333,19358.231384856514,19368.283524005474
UXP/USDC[aquafarm],UXP/USDC,eKuTPdMHmnVzLP63oWwdUH6bBAVcdvBfg4zvH2nWWCj,HjR8JgqNKQVMvdryqJw5RJ4PCE9WGk8sgbEF7S9S3obv,187656.88948962986,0.06965415050411164,0.0037470087508535512,0.010177683685183004,0.08069553391262359,1023.1877942435815,1023.7191044587956,20539.39617631066,20550.061658311326,53712.15326492753,53740.04434794412
BTC/USDC[aquafarm],BTC/USDC,2dwHmCoAGxCXvTbLTMjqAhvEFAHWUt9kZaroJJJdmoD4,J3kvcay3N16FBdawgnqoJ9v9p6XCvyCLE2Z9F5RLvGkj,2064474.6806786067,39641.57397689401,0.07410773777403418,0.047678778261963636,0.047874357647753225,200911.2427906302,201015.56987139347,854013.5299565975,854456.9931360352,3855938.1064893412,3857940.3775452874
MNDE/USDC[aquafarm],MNDE/USDC,2yNwARmTmc3NzYMETCZQjAE5GGCPgviH6hiBsxaeikTK,12Uj74zgUUoBe4yeackwQ4qYtFMr9fk1xL6q5Nha6t2N,311814.8342449224,0.30599881338414636,0.04360154355170036,0.0831341741612944,0.0826968837771442,19222.812438570196,19232.79425879051,300500.74604045,300656.7869128578,1141155.6485582097,1141748.2158822527
CHICKS/USDC[aquafarm],CHICKS/USDC,3abwmh8LDUsXMoDgNzZLq9QvKqKbhYND9N5aXh9yz7Dm,71CBZeJ4tw38L9pSPoCz4fRsuWE64Fipyzotte7haoCS,411009.08166661434,0.014635235687321722,0.03138426408486415,0.028473196267291126,0.038374800880850865,15124.363139888637,15132.216760387279,97395.25463896284,97445.82902422642,620805.4866692729,621127.8520244736
